Artist_Name,Latitude,Longitude,City,Country,State,Region
Carole Bayer Sager,40.7146,-74.0071,New York,United States,NY,Northeast
The Dillman Band,44.979,-93.2649,Minneapolis,United States,MN,Midwest
Tommy James & The Shondells,41.832805,-86.230825,Niles,United States,MI,Midwest
Stanley Clarke,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Joe Dolce,41.7242,-81.2452,Painesville,United States,OH,Midwest
Phoebe Snow,40.7146,-74.0071,New York,United States,NY,Northeast
Rosanne Cash,35.169255,-89.990415,Memphis,United States,TN,South
Jesse Winchester,35.169255,-89.990415,Memphis,United States,TN,South
Jim Photoglo,36.1678,-86.7784,Nashville,United States,TN,South
Rupert Holmes,41.0973,-74.0133,Nanuet,United States,NY,Northeast
Shot In The Dark,33.973951,-118.248405,Los Angeles,United States,CA,West
Dottie West,35.684033,-85.778151,McMinnville,United States,TN,South
John O'Banion,40.4865,-86.1262,Kokomo,United States,IN,Midwest
Lenny LeBlanc,42.525,-71.7603,Leominster,United States,MA,Northeast
Delbert McClinton,32.7486,-97.3292,Fort Worth,United States,TX,South
Lani Hall,41.8842,-87.6324,Chicago,United States,IL,Midwest
Steely Dan,42.0125,-73.9083,Annandale-on-Hudson,United States,NY,Northeast
Garland Jeffreys,40.7146,-74.0071,New York,United States,NY,Northeast
Hawks,38.9979,-105.551,0,United States,CO,West
The Fools,42.3586,-71.0567,Boston,United States,MA,Northeast
Emmylou Harris,33.5203,-86.8115,Birmingham,United States,AL,South
T.S. Monk,40.7146,-74.0071,New York,United States,NY,Northeast
Joel Diamond,40.855103,-74.126916,Passaic,United States,NJ,Northeast
Spyro Gyra,42.8854,-78.8785,Buffalo,United States,NY,Northeast
Lakeside,39.7591,-84.1944,Dayton,United States,OH,Midwest
The Association,37.2719,-119.27,0,United States,CA,West
Phil Seymour,36.154,-95.9928,Tulsa,United States,OK,South
Suzi Quatro,42.3317,-83.0479,Detroit,United States,MI,Midwest
Charles Fox,40.7146,-74.0071,New York,United States,NY,Northeast
Outlaws,27.9465,-82.4593,Tampa,United States,FL,South
Willis & Vigorish,41.0842,-81.5141,Akron,United States,OH,Midwest
Blues Brothers,40.7146,-74.0071,New York,United States,NY,Northeast
Oak,35.9886,-78.9072,Durham,United States,NH,Northeast
Fred Knoblock,32.2987,-90.1805,Jackson,United States,MS,South
L.T.D.,37.7796,-122.42,San Francisco,United States,CA,West
Marcy Levy,42.3317,-83.0479,Detroit,United States,MI,Midwest
Harry Chapin,40.7146,-74.0071,New York,United States,NY,Northeast
Don Williams,34.015814,-101.381126,Floydada,United States,TX,South
Joe Sun,44.0234,-92.463,Rochester,United States,MN,Midwest
Ozark Mountain Daredevils,37.209,-93.2916,Springfield,United States,MO,Midwest
Invisible Man's Band,40.7146,-74.0071,New York,United States,NY,Northeast
Mary Macgregor,43.8438,-82.6514,Harbor Beach,United States,MI,Midwest
Rocky Burnette,35.169255,-89.990415,Memphis,United States,TN,South
Rodney Crowell,29.7605,-95.3698,Houston,United States,TX,South
Captain & Tennille,33.973951,-118.248405,Los Angeles,United States,CA,West
"Ray, Goodman & Brown",40.8861,-74.0445,Hackensack,United States,NJ,Northeast
Frank Sinatra,40.7372,-74.031,Hoboken,United States,NJ,Northeast
The Cretones,33.973951,-118.248405,Los Angeles,United States,CA,West
Ray Kennedy,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Ironhorse,35.0799,-96.3988,Holdenville,United States,OK,South
The Marshall Tucker Band,34.9482,-81.9349,Spartanburg,United States,SC,South
Grace Slick,37.7796,-122.42,San Francisco,United States,CA,West
Steve Forbert,32.3651,-88.7031,Meridian,United States,MS,South
Leon Haywood,29.7605,-95.3698,Houston,United States,TX,South
Peter McIan,37.1679,-95.845,0,United States,,International
"Lipps, Inc.",44.979,-93.2649,Minneapolis,United States,MN,Midwest
Neil Sedaka,40.7146,-74.0071,New York,United States,NY,Northeast
Photoglo,36.1678,-86.7784,Nashville,United States,TN,South
Korona,42.3586,-71.0567,Boston,United States,MA,Northeast
Off Broadway USA,41.8842,-87.6324,Chicago,United States,IL,Midwest
Vaughan Mason & Crew,39.3773,-74.4511,Atlantic City,United States,NJ,Northeast
Debbie Jacobs,39.2906,-76.6096,Baltimore,United States,MD,South
Suzanne Fellini,40.7146,-74.0071,New York,United States,NY,Northeast
Warren Zevon,41.8842,-87.6324,Chicago,United States,IL,Midwest
England Dan & John Ford Coley,30.2676,-97.743,Austin,United States,TX,South
Jimmy Ruffin,32.4983,-88.8457,Collinsville,United States,MS,South
Felix Cavaliere,40.9114,-73.8096,Pelham,United States,NY,Northeast
Starland Vocal Band,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
Rockets,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Narada Michael Walden,42.3173,-85.6031,Kalamazoo,United States,MI,Midwest
Wayne Newton,36.8468,-76.2851,Norfolk,United States,VA,South
Kenny Nolan,33.973951,-118.248405,Los Angeles,United States,CA,West
Twennynine,37.1679,-95.845,0,United States,,International
Turley Richards,38.2549,-85.7664,Louisville,United States,KY,South
Peaches & Herb,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
Chuck Mangione,43.1555,-77.616,Rochester,United States,NY,Northeast
George Burns,40.7146,-74.0071,New York,United States,NY,Northeast
Breathless,37.1679,-95.845,0,United States,,International
Cindy Bullens,35.8307,-85.9787,0,United States,TN,South
Mike Pinera,25.729,-80.2374,Miami,United States,FL,South
Bobby Vinton,40.26257,-80.18728,Canonsburg,United States,PA,Northeast
Bonnie Pointer,37.8051,-122.273,Oakland,United States,CA,West
Lobo,30.4398,-84.2806,Tallahassee,United States,FL,South
Peter Brown,41.6552,-87.6801,Blue Island,United States,IL,Midwest
John Stewart,32.7157,-117.162,San Diego,United States,CA,West
Pleasure,45.5118,-122.676,Portland,United States,OR,West
Joyce Cobb,35.6233,-95.9759,Okmulgee,United States,OK,South
Teri DeSario,25.729,-80.2374,Miami,United States,FL,South
Tom Johnston,36.3167,-119.3,Visalia,United States,CA,West
Switch,40.7585,-82.5148,Mansfield,United States,OH,Midwest
Isaac Hayes,35.5645,-89.6461,Covington,United States,TN,South
Richie Furay,39.8032,-83.8906,Yellow Springs,United States,OH,Midwest
Yvonne Elliman,21.3048,-157.858,Honolulu,United States,HI,International
JD Souther,42.3317,-83.0479,Detroit,United States,MI,Midwest
KC & The Sunshine Band,25.895005,-80.332455,Hialeah,United States,FL,South
Billy Burnette,35.169255,-89.990415,Memphis,United States,TN,South
Robbin Thompson Band,37.5407,-77.4336,Richmond,United States,VA,South
Burt Reynolds,31.2139,-82.355,Waycross,United States,GA,South
Wayne Massey,34.1463,-118.248,Glendale,United States,CA,West
Jay Black,40.7146,-74.0071,New York,United States,NY,Northeast
Dynasty,33.973951,-118.248405,Los Angeles,United States,CA,West
Amii Stewart,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
Michael Johnson,39.74,-104.992,Denver,United States,CO,West
Amy Holland,33.973951,-118.248405,Los Angeles,United States,CA,West
Linda Clifford,40.7146,-74.0071,New York,United States,NY,Northeast
Yipes!,43.0729,-89.3867,Madison,United States,WI,Midwest
Livingston Taylor,36.1465,-79.4216,Carolina,United States,NC,South
Rossington Collins Band,30.3314,-81.6558,Jacksonville,United States,FL,South
Ted Nugent,42.3985,-83.2958,Redford,United States,MI,Midwest
Eric Troyer,41.6831,-85.9689,Elhart,United States,IN,Midwest
Rockie Robbins,44.979,-93.2649,Minneapolis,United States,MN,Midwest
Frankie Valli,40.732,-74.1742,Newark,United States,NJ,Northeast
Hotel,33.5203,-86.8115,Birmingham,United States,AL,South
Robin Lane & The Chartbusters,33.973951,-118.248405,Los Angeles,United States,CA,West
Toby Beau,29.4245,-98.4946,San Antonio,United States,TX,South
Tony Joe White,32.8609,-91.3897,Oak Grove,United States,LA,South
Gary Burbank,35.169255,-89.990415,Memphis,United States,TN,South
La Flavour,40.7967,-81.5214,Masillon,United States,OH,Midwest
Pages,33.973951,-118.248405,Los Angeles,United States,CA,West
Steve Martin,31.552011,-97.1382,Waco,United States,TX,South
Ellen Foley,38.6277,-90.1995,St. Louis,United States,MO,Midwest
Village People,40.7146,-74.0071,New York,United States,NY,Northeast
Nature's Divine,42.3317,-83.0479,Detroit,United States,MI,Midwest
Moon Martin,34.6378,-99.3332,Altus,United States,OK,South
Anita Ward,35.169255,-89.990415,Memphis,United States,TN,South
Shoes,42.4532,-87.8402,Zion,United States,IL,Midwest
Funkadelic,42.3317,-83.0479,Detroit,United States,MI,Midwest
Cory Daye,39.1453,-75.4188,0,United States,DE,South
Ian Lloyd,47.6036,-122.329,Seattle,United States,WA,West
Barbara Mandrell,29.7605,-95.3698,Houston,United States,TX,South
Wilson Brothers,38.2549,-85.7664,Louisville,United States,KY,South
Gene Chandler,41.8842,-87.6324,Chicago,United States,IL,Midwest
Lauren Wood,33.973951,-118.248405,Los Angeles,United States,CA,West
Gloria Gaynor,40.732,-74.1742,Newark,United States,NJ,Northeast
Steve Dahl,34.1472,-118.144,Pasadena,United States,CA,West
Niteflyte,33.417,-111.831,Mesa,United States,AZ,West
Dan Peek,30.1599,-85.6603,Panama City,United States,FL,South
Musique,33.6007,-112.283,Sun City,United States,AZ,West
Ace Frehley,40.7146,-74.0071,New York,United States,NY,Northeast
Alicia Bridges,33.6265,-80.9474,0,United States,SC,South
Carolyne Mas,40.7146,-74.0071,New York,United States,NY,Northeast
Pousette Dart Band,42.3668,-71.106,Cambridge,United States,MA,Northeast
New England,40.7146,-74.0071,New York,United States,NY,Northeast
Buckeye,31.7592,-106.487,El Paso,United States,TX,South
Louise Goffin,40.7146,-74.0071,New York,United States,NY,Northeast
Fern Kinney,32.2987,-90.1805,Jackson,United States,MS,South
Patti Smith,41.8842,-87.6324,Chicago,United States,IL,Midwest
Addrisi Brothers,37.2719,-119.27,0,United States,CA,West
Mass Production,37.5407,-77.4336,Richmond,United States,VA,South
Edwin Starr,36.1678,-86.7784,Nashville,United States,TN,South
Five Special,42.3317,-83.0479,Detroit,United States,MI,Midwest
Blackjack,37.1679,-95.845,0,United States,,International
Maureen McGovern,41.0981,-80.6508,Youngstown,United States,OH,Midwest
Tony Orlando,40.7146,-74.0071,New York,United States,NY,Northeast
Frannie Golde,41.8842,-87.6324,Chicago,United States,IL,Midwest
The Jones Girls,42.3317,-83.0479,Detroit,United States,MI,Midwest
Gibson Brothers,44.801467,-73.739157,Ellenburg Depot,United States,NY,Northeast
Waylon Jennings,33.91731,-102.3249,Littlefield,United States,TX,South
Wet Willie,30.701142,-88.103184,Mobile,United States,AL,South
Bellamy Brothers,28.325,-82.427,Pasco,United States,FL,South
Bob Welch,33.973951,-118.248405,Los Angeles,United States,CA,West
Bill Wray,32.5147,-93.7472,Shreveport,United States,LA,South
Carrie Lucas,33.973951,-118.248405,Los Angeles,United States,CA,West
Jay Ferguson,34.286689,-118.435078,San Fernando,United States,CA,West
Taka Boom,40.7146,-74.0071,New York,United States,NY,Northeast
Raydio,42.3317,-83.0479,Detroit,United States,MI,Midwest
McFadden & Whitehead,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Cheryl Barnes,37.1679,-95.845,0,United States,,International
Space,40.7146,-74.0071,New York,United States,NY,Northeast
Ultimate,27.8333,-81.717,0,United States,FL,South
Saint Tropez,40.7146,-74.0071,New York,United States,NY,Northeast
Alton McClain,33.973951,-118.248405,Los Angeles,United States,CA,West
Sylvester,33.973951,-118.248405,Los Angeles,United States,CA,West
Euclid Beach Band,33.758855,-90.725595,Cleveland,United States,MS,South
Orsa Lia,38.0033,-79.7713,0,United States,VA,South
Randy Brown,35.169255,-89.990415,Memphis,United States,TN,South
Orleans,42.0419,-74.1183,Woodstock,United States,NY,Northeast
Thelma Houston,33.4041,-90.8988,Leland,United States,MS,South
Ray Stevens,33.8312,-84.6501,Clarkdale,United States,GA,South
Roger Voudouris,38.5791,-121.491,Sacramento,United States,CA,West
"McGuinn, Clark & Hillman",33.973951,-118.248405,Los Angeles,United States,CA,West
Machine,37.2719,-119.27,0,United States,CA,West
Judy Collins,47.6036,-122.329,Seattle,United States,WA,West
Liner,38.0033,-79.7713,0,United States,VA,South
Arpeggio,37.2719,-119.27,0,United States,CA,West
Bandit,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Grey & Hanks,33.973951,-118.248405,Los Angeles,United States,CA,West
The Faragher Brothers,34.0553,-117.183,Redlands,United States,CA,West
Brooklyn Dreams,40.7146,-74.0071,New York,United States,NY,Northeast
Parliament,42.3317,-83.0479,Detroit,United States,MI,Midwest
Instant Funk,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Gary's Gang,40.7146,-74.0071,New York,United States,NY,Northeast
Voyage,48.4162,-122.339,Mount Vernon,United States,WA,West
Sarah Dash,40.2179,-74.7594,Trenton,United States,NJ,Northeast
Stonebolt,33.973951,-118.248405,Los Angeles,United States,CA,West
Chuck Brown,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
Bell & James,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Tasha Thomas,63.0365,-149.106,0,United States,AK,International
John Williams,40.720051,-73.706783,Floral Park,United States,NY,Northeast
Melba Moore,40.7146,-74.0071,New York,United States,NY,Northeast
Tanya Tucker,32.7266,-102.645,Seminole,United States,TX,South
Herbie Mann,40.7146,-74.0071,New York,United States,NY,Northeast
Glenn Sutton,32.2719,-92.7267,Hodge,United States,LA,South
Dobie Gray,29.6794,-95.9767,Simonton,United States,TX,South
John Davis & The Monster Orchestra,37.1679,-95.845,0,United States,,International
The Blend,37.1679,-95.845,0,United States,,International
Rose Royce,33.973951,-118.248405,Los Angeles,United States,CA,West
Chanson,37.8224,-85.6909,0,United States,KY,South
Paul Stanley,40.7146,-74.0071,New York,United States,NY,Northeast
The Trammps,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Loleatta Holloway,41.8842,-87.6324,Chicago,United States,IL,Midwest
James Walsh Gypsy Band,37.1679,-95.845,0,United States,,International
El Coco,28.5382,-81.3774,Orlando,United States,FL,South
Starz,40.1432,-74.7267,0,United States,NJ,Northeast
Michael Henderson,32.8478,-90.415,Yazoo City,United States,MS,South
Judy Cheeks,32.2215,-110.97,Tucson,United States,AZ,West
John Travolta,40.8792,-73.9508,Englewood Cliffs,United States,NJ,Northeast
Starbuck,33.7483,-84.3911,Atlanta,United States,GA,South
John Belushi,41.8661,-88.1106,Wheaton,United States,IL,Midwest
Karen Young,40.1432,-74.7267,0,United States,NJ,Northeast
Shaun Cassidy,33.973951,-118.248405,Los Angeles,United States,CA,West
Clout,41.7991,-69.982,Cape Cod,United States,MA,Northeast
Seals & Crofts,35.8307,-85.9787,0,United States,TN,South
The McCrarys,41.0981,-80.6508,Youngstown,United States,OH,Midwest
Wendy Waldman,33.973951,-118.248405,Los Angeles,United States,CA,West
Spellbound,37.2719,-119.27,0,United States,CA,West
Cheryl Ladd,44.3638,-98.2141,Huron,United States,SD,Midwest
Kristy & Jimmy McNichol,37.1679,-95.845,0,United States,,International
Bill Anderson,33.9986,-81.0452,Columbia,United States,SC,South
Kevin Lamb,42.5264,-71.7596,Leominster,United States,MA,Northeast
Andrew Gold,34.1815,-118.308,Burbank,United States,CA,West
Joey Travolta,40.8912,-73.9725,Englewood,United States,NJ,Northeast
Airwaves,40.7146,-74.0071,New York,United States,NY,Northeast
LeBlanc & Carr,42.5264,-71.7596,Leominster,United States,MA,Northeast
Billy Joe Royal,33.952602,-84.549933,Marietta,United States,GA,South
Bill LaBounty,37.1679,-95.845,0,United States,,International
Debby Boone,40.8861,-74.0445,Hackensack,United States,NJ,Northeast
Jane Olivor,40.7146,-74.0071,New York,United States,NY,Northeast
Love & Kisses,40.9497,-72.924,Rocky Point,United States,NY,Northeast
Odyssey,40.7146,-74.0071,New York,United States,NY,Northeast
Celebration,39.2906,-76.6096,Baltimore,United States,MD,South
Rare Earth,42.3317,-83.0479,Detroit,United States,MI,Midwest
Tuxedo Junction,40.7146,-74.0071,New York,United States,NY,Northeast
Head East,40.1142,-88.2435,Champaign,United States,IL,Midwest
Ramones,40.7146,-74.0071,New York,United States,NY,Northeast
Lynyrd Skynyrd,30.3314,-81.6558,Jacksonville,United States,FL,South
Kongas,37.3385,-121.886,San Jose,United States,CA,West
Jimmy Bo Horne,26.7144,-80.0527,West Palm Beach,United States,FL,South
Angel,33.973951,-118.248405,Los Angeles,United States,CA,West
Bob Weir,37.7796,-122.42,San Francisco,United States,CA,West
Ronnie McDowell,36.5489,-86.5066,Portland,United States,TN,South
Eloise Laws,33.973951,-118.248405,Los Angeles,United States,CA,West
Michael Zager's Band,40.855103,-74.126916,Passaic,United States,NJ,Northeast
Stargard,37.1679,-95.845,0,United States,,International
Rubicon,37.7796,-122.42,San Francisco,United States,CA,West
Bunny Sigler,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Sea Level,32.8397,-83.6276,Macon,United States,GA,South
Wild Cherry,40.4383,-79.9975,Pittsburgh,United States,PA,Northeast
Bill Brandon,34.73,-86.585,Huntsville,United States,AL,South
Enchantment,42.3317,-83.0479,Detroit,United States,MI,Midwest
Hot,33.973951,-118.248405,Los Angeles,United States,CA,West
Brick,33.7483,-84.3911,Atlanta,United States,GA,South
Denise LaSalle,33.1259,-90.5315,Humphreys,United States,MS,South
Andrea True Connection,36.1678,-86.7784,Nashville,United States,TN,South
Al Green,35.026272,-90.859555,Forrest City,United States,AR,South
Johnny Rivers,30.4434,-91.187,Baton Rouge,United States,LA,South
Kellee Patterson,40.7146,-74.0071,New York,United States,NY,Northeast
Bill Withers,37.6869,-81.3302,Slab Fork,United States,WV,South
Marilyn Scott,34.1886,-118.1347,Altadena,United States,CA,West
Al Martino,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Bobby Arvon,41.4101,-75.6608,Scranton,United States,PA,Northeast
Le Pamplemousse,37.1679,-95.845,0,United States,,International
The Sylvers,33.973951,-118.248405,Los Angeles,United States,CA,West
Stillwater,32.6208,-83.6069,Warner Robins,United States,GA,South
Millie Jackson,33.468,-82.5029,Thomson,United States,GA,South
The Emotions,41.8842,-87.6324,Chicago,United States,IL,Midwest
Goody Goody,44.979,-93.2649,Minneapolis,United States,MN,Midwest
Alan O'Day,33.973951,-118.248405,Los Angeles,United States,CA,West
Joe Tex,30.9313,-97.2266,Rogers,United States,TX,South
Anson Williams,33.973951,-118.248405,Los Angeles,United States,CA,West
Marilyn McCoo & Billy Davis Jr.,33.973951,-118.248405,Los Angeles,United States,CA,West
Henry Mancini,41.5047,-81.6907,Cleveland,United States,OH,Midwest
James Darren,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Q,33.973951,-118.248405,Los Angeles,United States,CA,West
Jerry Butler,41.8842,-87.6324,Chicago,United States,IL,Midwest
Stallion,41.8842,-87.6324,Chicago,United States,IL,Midwest
The Blackbyrds,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
The Rubinoos,37.8699,-122.271,Berkeley,United States,CA,West
The Heart And Soul Orchestra,37.1679,-95.845,0,United States,,International
Johnnie Taylor,35.232042,-90.35832,Crawfordsville,United States,AR,South
Rhythm Heritage,33.973951,-118.248405,Los Angeles,United States,CA,West
The Salsoul Orchestra,40.7146,-74.0071,New York,United States,NY,Northeast
The Undisputed Truth,42.3317,-83.0479,Detroit,United States,MI,Midwest
William Bell,35.169255,-89.990415,Memphis,United States,TN,South
Crown Heights Affair,40.7146,-74.0071,New York,United States,NY,Northeast
Rufus,41.8842,-87.6324,Chicago,United States,IL,Midwest
Harold Melvin,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
The Bar-Kays,35.169255,-89.990415,Memphis,United States,TN,South
Automatic Man,37.7796,-122.42,San Francisco,United States,CA,West
Latimore,35.2796,-84.7619,Charleston,United States,TN,South
Dickie Goodman,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Sons Of Champlin,37.7796,-122.42,San Francisco,United States,CA,West
David Soul,41.8842,-87.6324,Chicago,United States,IL,Midwest
Ohio Players,39.7591,-84.1944,Dayton,United States,OH,Midwest
Jim Stafford,27.9943,-81.7376,Eloise,United States,FL,South
Love Unlimited,33.973951,-118.248405,Los Angeles,United States,CA,West
Barry De Vorzon,40.7146,-74.0071,New York,United States,NY,Northeast
Gabriel Kaplan,40.7146,-74.0071,New York,United States,NY,Northeast
Wilton Place Street Band,33.973951,-118.248405,Los Angeles,United States,CA,West
The Dramatics,42.3317,-83.0479,Detroit,United States,MI,Midwest
Henhouse Five Plus Too,33.8312,-84.6501,Clarkdale,United States,GA,South
Brass Construction,40.7146,-74.0071,New York,United States,NY,Northeast
Arthur Prysock,34.9482,-81.9349,Spartanburg,United States,SC,South
Elvin Bishop,36.154,-95.9928,Tulsa,United States,OK,South
Rod Hart,44.6317,-86.0908,Beulah,United States,MI,Midwest
L.A. Jets,37.1679,-95.845,0,United States,,International
Walter Jackson,30.4208,-87.2172,Pensacola,United States,FL,South
J.J. Cale,35.472,-97.5203,Oklahoma City,United States,OK,South
David Laflamme,41.675,-72.7872,New Britian,United States,CT,Northeast
Bumble Bee Unlimited,37.1679,-95.845,0,United States,,International
The Supremes,42.3317,-83.0479,Detroit,United States,MI,Midwest
Bread,33.973951,-118.248405,Los Angeles,United States,CA,West
Johnny Bristol,35.7468,-81.6859,Morganton,United States,NC,South
Dickey Lee,35.169255,-89.990415,Memphis,United States,TN,South
Dr. Buzzard's Original Savannah Band,40.7146,-74.0071,New York,United States,NY,Northeast
Funky Kings,37.2719,-119.27,0,United States,CA,West
Mary Kay Place,36.154,-95.9928,Tulsa,United States,OK,South
The Ritchie Family,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Kacey Cisyk,40.7146,-74.0071,New York,United States,NY,Northeast
The Kendalls,38.6277,-90.1995,St. Louis,United States,MO,Midwest
Jackie DeShannon,40.7146,-74.0071,New York,United States,NY,Northeast
Merle Haggard & The Strangers,35.41968,-119.019545,Oildale,United States,CA,West
Lake,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
Tom Powers,44.0,-71.5,0,United States,NH,Northeast
The Meters,29.9537,-90.0777,New Orleans,United States,LA,South
Idris Muhammad,29.9537,-90.0777,New Orleans,United States,LA,South
First Choice,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Mother's Finest,41.8842,-87.6324,Chicago,United States,IL,Midwest
Kate Taylor,42.3586,-71.0567,Boston,United States,MA,Northeast
Sam Neely,27.7964,-97.4036,Corpus Christi,United States,TX,South
Brownsville Station,42.3281,-83.7336,Ann Arbor,United States,MI,Midwest
Geils,42.265275,-71.879415,Worcester,United States,MA,Northeast
Philadelphia International All Stars,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Dorothy Moore,32.2987,-90.1805,Jackson,United States,MS,South
Vicki Sue Robinson,40.7146,-74.0071,New York,United States,NY,Northeast
Tim Moore,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
The Floaters,42.3317,-83.0479,Detroit,United States,MI,Midwest
Johnny Guitar Watson,29.7605,-95.3698,Houston,United States,TX,South
"Hodges, James & Smith",42.3317,-83.0479,Detroit,United States,MI,Midwest
The Ramones,40.7146,-74.0071,New York,United States,NY,Northeast
Frank Lucas,37.2719,-119.27,0,United States,CA,West
Eddie Holman,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
The Sanford Townsend Band,32.799,-86.8073,0,United States,AL,South
Ram Jam,40.7146,-74.0071,New York,United States,NY,Northeast
Celi Bee,27.8333,-81.717,0,United States,FL,South
Merrilee Rush,47.6036,-122.329,Seattle,United States,WA,West
C.J. & Company,42.3317,-83.0479,Detroit,United States,MI,Midwest
Kris Kristofferson,25.8996,-97.4955,Brownsville,United States,TX,South
Universal Robot Band,40.7146,-74.0071,New York,United States,NY,Northeast
Detroit Emeralds,34.7486,-92.2745,Little Rock,United States,AR,South
The Lovers,40.9947,-77.6045,0,United States,PA,Northeast
Carrie,41.5898,-93.6157,Des Moines,United States,IA,Midwest
Hues Corporation,34.0116,-118.492,Santa Monica,United States,CA,West
Peter Mccann,41.1819,-73.1913,Bridgeport,United States,CT,Northeast
Marie Osmond,41.2224,-111.97,Ogden,United States,UT,West
Dean Friedman,40.9267,-74.0603,Paramus,United States,NJ,Northeast
B.W. Stevenson,34.0735,-118.4,Beverly Hills,United States,CA,West
Donny Most,40.7146,-74.0071,New York,United States,NY,Northeast
Major Harris,37.7796,-122.42,San Francisco,United States,CA,West
Laverne & Shirley,43.0418,-87.9068,Milwaukee,United States,WI,Midwest
Terry Cashman,40.7146,-74.0071,New York,United States,NY,Northeast
The Keane Brothers,33.973951,-118.248405,Los Angeles,United States,CA,West
Hudson Brothers,45.5118,-122.676,Portland,United States,OR,West
Ray Sawyer,30.701142,-88.103184,Mobile,United States,AL,South
D.C. LaRue,40.7146,-74.0071,New York,United States,NY,Northeast
"Hamilton, Joe Frank, & Dennison",33.973951,-118.248405,Los Angeles,United States,CA,West
American Flyer,43.1249,-71.4548,Suncook,United States,NH,Northeast
Freddy Fender,26.152353,-97.53175,San Benito,United States,TX,South
Henry Gross,40.7146,-74.0071,New York,United States,NY,Northeast
The Originals,42.3317,-83.0479,Detroit,United States,MI,Midwest
Tower Of Power,37.8051,-122.273,Oakland,United States,CA,West
The Rowans,42.3586,-71.0567,Boston,United States,MA,Northeast
The Osmonds,41.2224,-111.97,Ogden,United States,UT,West
Amazing Rhythm Aces,35.8307,-85.9787,0,United States,TN,South
Jakki,40.8666,-73.0347,Selden,United States,NY,Northeast
John Valenti,43.1555,-77.616,Rochester,United States,NY,Northeast
Norman Connors,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Flash Cadillac & The Continental Kids,40.0157,-105.279,Boulder,United States,CO,West
Derringer,40.4133,-84.7766,Fort Recovery,United States,OH,Midwest
Grand Funk Railroad,43.0026,-83.7826,Flint,United States,MI,Midwest
Barry Mann,40.7146,-74.0071,New York,United States,NY,Northeast
Van Mccoy,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
Michael Franks,32.8426,-117.272,San Diego,United States,CA,West
Ronnie Dyson,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
Bobbie Gentry,33.907,-88.9554,Chickasaw,United States,MS,South
Revelation,40.7146,-74.0071,New York,United States,NY,Northeast
John Sebastian,40.7146,-74.0071,New York,United States,NY,Northeast
Red Sovine,38.3502,-81.639,Charleston,United States,WV,South
Cate Brothers,36.0632,-94.1579,Fayetteville,United States,AR,South
The Nutty Squirrels,37.1679,-95.845,0,United States,,International
The Deadly Nightshade,42.3333,-72.65,Northampton,United States,MA,Northeast
Pratt & McClain,27.8333,-81.717,0,United States,FL,South
Eleventh Hour,43.0994,-77.4431,Fairport,United States,NY,Northeast
Disco Tex,42.8122,-73.941,Schenectady,United States,NY,Northeast
Easy Street,37.1679,-95.845,0,United States,,International
D.J. Rogers,33.973951,-118.248405,Los Angeles,United States,CA,West
John Handy,32.7781,-96.7954,Dallas,United States,TX,South
Silver,39.74,-104.992,Denver,United States,CO,West
Leon & Mary Russell,37.1679,-95.845,0,United States,,International
Double Exposure,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Impact,42.3317,-83.0479,Detroit,United States,MI,Midwest
David Ruffin,32.2922,-88.5041,Whynot,United States,MS,South
B.T. Express,40.7146,-74.0071,New York,United States,NY,Northeast
"Ecstasy, Passion, & Pain",40.7146,-74.0071,New York,United States,NY,Northeast
Candi Staton,33.7483,-84.3911,Atlanta,United States,GA,South
Fools Gold,39.7393,-89.5041,0,United States,IL,Midwest
Narvel Felts,35.6748,-90.0988,Keiser,United States,AR,South
Jimmy Dean,34.1977,-101.698,Plainview,United States,TX,South
Keith Carradine,37.547,-122.315,San Mateo,United States,CA,West
Cyndi Grecco,37.1679,-95.845,0,United States,,International
